date,rank,title,author,last_week,peak,total_week
2023-01-08,24,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",55,8,5
2023-01-08,25,Lift Me Up,Rihanna,57,2,10
2023-01-08,26,About Damn Time,Lizzo,"RE-
ENTRY",Lizzo,-
2023-01-08,27,Until I Found You,Stephen Sanchez,58,27,27
2023-01-08,28,Wait For U,Future Featuring Drake & Tems,"RE-
ENTRY",Future Featuring Drake & Tems,-
2023-01-08,29,Sunroof,Nicky Youre & dazy,"RE-
ENTRY",Nicky Youre & dazy,-
2023-01-08,30,I Ain't Worried,OneRepublic,"RE-
ENTRY",OneRepublic,-
2023-01-08,31,"Going, Going, Gone",Luke Combs,70,31,8
2023-01-08,32,Vegas,Doja Cat,"RE-
ENTRY",Doja Cat,-
2023-01-08,33,Thought You Should Know,Morgan Wallen,"RE-
ENTRY",Morgan Wallen,-
2023-01-08,34,The Kind Of Love We Make,Luke Combs,"RE-
ENTRY",Luke Combs,-
2023-01-08,35,She Had Me At Heads Carolina,Cole Swindell,"RE-
ENTRY",Cole Swindell,-
2023-01-08,36,Son Of A Sinner,Jelly Roll,66,31,27
2023-01-08,37,Lavender Haze,Taylor Swift,64,2,11
2023-01-08,38,Wait In The Truck,HARDY Featuring Lainey Wilson,69,38,18
2023-01-08,39,Heart Like A Truck,Lainey Wilson,71,39,8
2023-01-08,40,Victoria's Secret,Jax,63,35,23
2023-01-08,41,Unstoppable,Sia,"RE-
ENTRY",Sia,-
2023-01-08,42,Nobody Gets Me,SZA,59,10,4
2023-01-08,43,Escapism,RAYE Featuring 070 Shake,75,43,5
2023-01-08,44,What My World Spins Around,Jordan Davis,68,41,21
2023-01-08,45,Low,SZA,65,17,4
2023-01-08,46,Calm Down,Rema & Selena Gomez,79,46,18
2023-01-08,47,Whiskey On You,Nate Smith,80,44,29
2023-01-08,48,Fall In Love,Bailey Zimmerman,"RE-
ENTRY",Bailey Zimmerman,-
2023-01-08,49,Jimmy Cooks,Drake Featuring 21 Savage,"RE-
ENTRY",Drake Featuring 21 Savage,-
2023-01-08,50,Bebe Dame,Fuerza Regida X Grupo Frontera,91,50,2
2023-01-08,51,Blind,SZA,67,12,4
2023-01-08,52,Hold Me Closer,Elton John & Britney Spears,82,6,19
2023-01-08,53,Snooze,SZA,74,29,4
2023-01-08,54,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,78,32,15
2023-01-08,55,Hotel Lobby (Unc And Phew),Quavo & Takeoff,"RE-
ENTRY",Quavo & Takeoff,-
2023-01-08,56,Love Language,SZA,77,21,4
2023-01-08,57,Que Vuelvas,Carin Leon X Grupo Frontera,83,57,2
2023-01-08,58,Tennessee Orange,Megan Moroney,"RE-
ENTRY",Megan Moroney,-
2023-01-08,59,Romantic Homicide,d4vd,87,33,18
2023-01-08,60,Gato de Noche,Nengo Flow & Bad Bunny,62,60,2
2023-01-08,61,Down Home,Jimmie Allen,90,61,7
2023-01-08,62,Spin Bout U,Drake & 21 Savage,85,5,9
2023-01-08,63,Pick Me Up,Gabby Barrett,96,63,20
2023-01-08,64,Circo Loco,Drake & 21 Savage,88,8,9
2023-01-08,65,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,84,22,5
2023-01-08,66,Seek & Destroy,SZA,81,24,4
2023-01-08,67,What He Didn't Do,Carly Pearce,"RE-
ENTRY",Carly Pearce,-
2023-01-08,68,Bloody Mary,Lady Gaga,NEW,Lady Gaga,-
2023-01-08,69,Handle On You,Parker McCollum,NEW,Parker McCollum,-
2023-01-08,70,No Se Va,Grupo Frontera,93,57,13
2023-01-08,71,Snap,Rosa Linn,"RE-
ENTRY",Rosa Linn,-
2023-01-08,72,Freestyle,Lil Baby,"RE-
ENTRY",Lil Baby,-
2023-01-08,73,Half Of Me,Thomas Rhett Featuring Riley Green,"RE-
ENTRY",Thomas Rhett Featuring Riley Green,-
2023-01-08,74,Forget Me,Lewis Capaldi,98,74,8
2023-01-08,75,Wild As Her,Corey Kent,"RE-
ENTRY",Corey Kent,-
2023-01-08,76,Used,SZA Featuring Don Toliver,86,30,4
2023-01-08,77,One Thing At A Time,Morgan Wallen,95,37,5
2023-01-08,78,Billie Eilish.,Armani White,"RE-
ENTRY",Armani White,-
2023-01-08,79,Ghost In The Machine,SZA Featuring Phoebe Bridgers,89,40,4
2023-01-08,80,La Jumpa,Arcangel & Bad Bunny,99,68,3
2023-01-08,81,Bejeweled,Taylor Swift,"RE-
ENTRY",Taylor Swift,-
2023-01-08,82,La Bachata,Manuel Turizo,"RE-
ENTRY",Manuel Turizo,-
2023-01-08,83,Special,SZA,92,37,4
2023-01-08,84,Heyy,Lil Baby,"RE-
ENTRY",Lil Baby,-
2023-01-08,85,Open Arms,SZA Featuring Travis Scott,"RE-
ENTRY",SZA Featuring Travis Scott,-
2023-01-08,86,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage","RE-
ENTRY","Metro Boomin, Travis Scott & 21 Savage",-
2023-01-08,87,The Color Violet,Tory Lanez,NEW,Tory Lanez,-
2023-01-08,88,Here With Me,d4vd,NEW,d4vd,-
2023-01-08,89,California Breeze,Lil Baby,"RE-
ENTRY",Lil Baby,-
2023-01-08,90,SOS,SZA,97,32,4
2023-01-08,91,Love You Better,Future,"RE-
ENTRY",Future,-
2023-01-08,92,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,"RE-
ENTRY",Drake & 21 Savage Featuring Travis Scott,-
2023-01-08,93,Out In The Middle,Zac Brown Band,"RE-
ENTRY",Zac Brown Band,-
2023-01-08,94,Gone Girl,SZA,100,43,4
2023-01-08,95,On BS,Drake & 21 Savage,"RE-
ENTRY",Drake & 21 Savage,-
2023-01-08,96,Shut Up My Moms Calling,Hotel Ugly,NEW,Hotel Ugly,-
2023-01-08,97,Midnight Rain,Taylor Swift,"RE-
ENTRY",Taylor Swift,-
2023-01-08,98,Players,Coi Leray,NEW,Coi Leray,-
2023-01-08,99,Major Distribution,Drake & 21 Savage,"RE-
ENTRY",Drake & 21 Savage,-
2023-01-08,100,Notice Me,SZA,"RE-
ENTRY",SZA,-
2023-01-15,1,Anti-Hero,Taylor Swift,1,1,12
2023-01-15,2,Kill Bill,SZA,3,2,5
2023-01-15,3,Unholy,Sam Smith & Kim Petras,2,1,16
2023-01-15,4,I'm Good (Blue),David Guetta & Bebe Rexha,4,4,20
2023-01-15,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",6,5,6
2023-01-15,6,Die For You,The Weeknd & Ariana Grande,8,6,24
2023-01-15,7,Rich Flex,Drake & 21 Savage,5,2,10
2023-01-15,8,As It Was,Harry Styles,7,1,41
2023-01-15,9,Bad Habit,Steve Lacy,9,1,28
2023-01-15,10,Something In The Orange,Zach Bryan,11,10,38
2023-01-15,11,Golden Hour,JVKE,15,11,20
2023-01-15,12,Under The Influence,Chris Brown,14,12,18
2023-01-15,13,Cuff It,Beyonce,10,10,22
2023-01-15,14,Made You Look,Meghan Trainor,12,12,12
2023-01-15,15,You Proof,Morgan Wallen,13,5,35
2023-01-15,16,Just Wanna Rock,Lil Uzi Vert,16,16,13
2023-01-15,17,Rock And A Hard Place,Bailey Zimmerman,20,17,31
2023-01-15,18,Thank God,Kane Brown With Katelyn Brown,17,17,18
2023-01-15,19,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",24,8,6
2023-01-15,20,Super Freaky Girl,Nicki Minaj,18,1,22
2023-01-15,21,I Like You (A Happier Song),Post Malone Featuring Doja Cat,19,3,29
2023-01-15,22,Shirt,SZA,23,11,11
2023-01-15,23,Until I Found You,Stephen Sanchez,27,23,28
2023-01-15,24,Lift Me Up,Rihanna,25,2,11
2023-01-15,25,Tomorrow 2,GloRilla & Cardi B,21,9,16
2023-01-15,26,Wait For U,Future Featuring Drake & Tems,28,1,34
2023-01-15,27,Thought You Should Know,Morgan Wallen,33,12,22
2023-01-15,28,Escapism,RAYE Featuring 070 Shake,43,28,6
2023-01-15,29,"Going, Going, Gone",Luke Combs,31,29,9
2023-01-15,30,Lavender Haze,Taylor Swift,37,2,12
2023-01-15,31,Bebe Dame,Fuerza Regida X Grupo Frontera,50,31,3
2023-01-15,32,Heart Like A Truck,Lainey Wilson,39,32,9
2023-01-15,33,The Kind Of Love We Make,Luke Combs,34,8,25
2023-01-15,34,Nobody Gets Me,SZA,42,10,5
2023-01-15,35,She Had Me At Heads Carolina,Cole Swindell,35,16,29
2023-01-15,36,Sunroof,Nicky Youre & dazy,29,4,29
2023-01-15,37,Wait In The Truck,HARDY Featuring Lainey Wilson,38,37,19
2023-01-15,38,Calm Down,Rema & Selena Gomez,46,38,19
2023-01-15,39,I Ain't Worried,OneRepublic,30,6,27
2023-01-15,40,What My World Spins Around,Jordan Davis,44,40,22
2023-01-15,41,Vegas,Doja Cat,32,10,28
2023-01-15,42,About Damn Time,Lizzo,26,1,35
2023-01-15,43,Son Of A Sinner,Jelly Roll,36,31,28
2023-01-15,44,Unstoppable,Sia,41,28,22
2023-01-15,45,Victoria's Secret,Jax,40,35,24
2023-01-15,46,Low,SZA,45,17,5
2023-01-15,47,Whiskey On You,Nate Smith,47,44,30
2023-01-15,48,Snooze,SZA,53,29,5
2023-01-15,49,Sure Thing,Miguel,"RE-
ENTRY",Miguel,-
2023-01-15,50,Fall In Love,Bailey Zimmerman,48,29,34
2023-01-15,51,Blind,SZA,51,12,5
2023-01-15,52,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,54,32,16
2023-01-15,53,Que Vuelvas,Carin Leon X Grupo Frontera,57,53,3
2023-01-15,54,Hold Me Closer,Elton John & Britney Spears,52,6,20
2023-01-15,55,Hotel Lobby (Unc And Phew),Quavo & Takeoff,55,55,22
2023-01-15,56,Love Language,SZA,56,21,5
2023-01-15,57,Romantic Homicide,d4vd,59,33,19
2023-01-15,58,Tennessee Orange,Megan Moroney,58,58,5
2023-01-15,59,Spin Bout U,Drake & 21 Savage,62,5,10
2023-01-15,60,Pick Me Up,Gabby Barrett,63,60,21
2023-01-15,61,What He Didn't Do,Carly Pearce,67,61,4
2023-01-15,62,Bloody Mary,Lady Gaga,68,62,2
2023-01-15,63,Half Of Me,Thomas Rhett Featuring Riley Green,73,52,18
2023-01-15,64,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,65,22,6
2023-01-15,65,Forget Me,Lewis Capaldi,74,65,9
2023-01-15,66,Circo Loco,Drake & 21 Savage,64,8,10
2023-01-15,67,Handle On You,Parker McCollum,69,67,2
2023-01-15,68,Freestyle,Lil Baby,72,63,15
2023-01-15,69,No Se Va,Grupo Frontera,70,57,14
2023-01-15,70,The Color Violet,Tory Lanez,87,70,2
2023-01-15,71,Wild As Her,Corey Kent,75,71,14
2023-01-15,72,Seek & Destroy,SZA,66,24,5
2023-01-15,73,Down Home,Jimmie Allen,61,61,8
2023-01-15,74,Snap,Rosa Linn,71,71,11
2023-01-15,75,Gato de Noche,Nengo Flow & Bad Bunny,60,60,3
2023-01-15,76,Shut Up My Moms Calling,Hotel Ugly,96,76,2
2023-01-15,77,Here With Me,d4vd,88,77,2
2023-01-15,78,Players,Coi Leray,98,78,2
2023-01-15,79,La Bachata,Manuel Turizo,82,67,17
2023-01-15,80,Ghost In The Machine,SZA Featuring Phoebe Bridgers,79,40,5
2023-01-15,81,La Jumpa,Arcangel & Bad Bunny,80,68,4
2023-01-15,82,One Thing At A Time,Morgan Wallen,77,37,6
2023-01-15,83,Used,SZA Featuring Don Toliver,76,30,5
2023-01-15,84,Open Arms,SZA Featuring Travis Scott,85,54,4
2023-01-15,85,Special,SZA,83,37,5
2023-01-15,86,Heyy,Lil Baby,84,21,11
2023-01-15,87,Out In The Middle,Zac Brown Band,93,86,5
2023-01-15,88,Love You Better,Future,91,12,9
2023-01-15,89,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage",86,27,5
2023-01-15,90,California Breeze,Lil Baby,89,4,9
2023-01-15,91,Bejeweled,Taylor Swift,81,6,9
2023-01-15,92,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,92,6,7
2023-01-15,93,Black,YoungBoy Never Broke Again,NEW,YoungBoy Never Broke Again,-
2023-01-15,94,On BS,Drake & 21 Savage,95,4,8
2023-01-15,95,Miss You,Oliver Tree & Robin Schulz,"RE-
ENTRY",Oliver Tree & Robin Schulz,-
2023-01-15,96,Ditto,NewJeans,NEW,NewJeans,-
2023-01-15,97,That's What Tequila Does,Jason Aldean,NEW,Jason Aldean,-
2023-01-15,98,Gone Girl,SZA,94,43,5
2023-01-15,99,SOS,SZA,90,32,5
2023-01-15,100,You Didn't,Brett Young,NEW,Brett Young,-
2023-01-22,1,Flowers,Miley Cyrus,NEW,Miley Cyrus,-
2023-01-22,2,Kill Bill,SZA,2,2,6
2023-01-22,3,Anti-Hero,Taylor Swift,1,1,13
2023-01-22,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",5,4,7
2023-01-22,5,Unholy,Sam Smith & Kim Petras,3,1,17
2023-01-22,6,I'm Good (Blue),David Guetta & Bebe Rexha,4,4,21
2023-01-22,7,Die For You,The Weeknd & Ariana Grande,6,6,25
2023-01-22,8,Rich Flex,Drake & 21 Savage,7,2,11
2023-01-22,9,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,NEW,Bizarrap & Shakira,-
2023-01-22,10,As It Was,Harry Styles,8,1,42
2023-01-22,11,Golden Hour,JVKE,11,11,21
2023-01-22,12,Bad Habit,Steve Lacy,9,1,29
2023-01-22,13,Something In The Orange,Zach Bryan,10,10,39
2023-01-22,14,Under The Influence,Chris Brown,12,12,19
2023-01-22,15,Made You Look,Meghan Trainor,14,12,13
2023-01-22,16,Just Wanna Rock,Lil Uzi Vert,16,16,14
2023-01-22,17,Cuff It,Beyonce,13,10,23
2023-01-22,18,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",19,8,7
2023-01-22,19,Thank God,Kane Brown With Katelyn Brown,18,17,19
2023-01-22,20,You Proof,Morgan Wallen,15,5,36
2023-01-22,21,Rock And A Hard Place,Bailey Zimmerman,17,17,32
2023-01-22,22,Escapism,RAYE Featuring 070 Shake,28,22,7
2023-01-22,23,Shirt,SZA,22,11,12
2023-01-22,24,I Like You (A Happier Song),Post Malone Featuring Doja Cat,21,3,30
2023-01-22,25,Bebe Dame,Fuerza Regida X Grupo Frontera,31,25,4
2023-01-22,26,"Going, Going, Gone",Luke Combs,29,26,10
2023-01-22,27,Wait For U,Future Featuring Drake & Tems,26,1,35
2023-01-22,28,Until I Found You,Stephen Sanchez,23,23,29
2023-01-22,29,Super Freaky Girl,Nicki Minaj,20,1,23
2023-01-22,30,Tomorrow 2,GloRilla & Cardi B,25,9,17
2023-01-22,31,Thought You Should Know,Morgan Wallen,27,12,23
2023-01-22,32,Snooze,SZA,48,29,6
2023-01-22,33,Heart Like A Truck,Lainey Wilson,32,32,10
2023-01-22,34,Lavender Haze,Taylor Swift,30,2,13
2023-01-22,35,Calm Down,Rema & Selena Gomez,38,35,20
2023-01-22,36,Nobody Gets Me,SZA,34,10,6
2023-01-22,37,Wait In The Truck,HARDY Featuring Lainey Wilson,37,37,20
2023-01-22,38,The Kind Of Love We Make,Luke Combs,33,8,26
2023-01-22,39,Lift Me Up,Rihanna,24,2,12
2023-01-22,40,What My World Spins Around,Jordan Davis,40,40,23
2023-01-22,41,Sunroof,Nicky Youre & dazy,36,4,30
2023-01-22,42,Sure Thing,Miguel,49,36,25
2023-01-22,43,Unstoppable,Sia,44,28,23
2023-01-22,44,She Had Me At Heads Carolina,Cole Swindell,35,16,30
2023-01-22,45,I Ain't Worried,OneRepublic,39,6,28
2023-01-22,46,Low,SZA,46,17,6
2023-01-22,47,Victoria's Secret,Jax,45,35,25
2023-01-22,48,Vegas,Doja Cat,41,10,29
2023-01-22,49,About Damn Time,Lizzo,42,1,36
2023-01-22,50,Que Vuelvas,Carin Leon X Grupo Frontera,53,50,4
2023-01-22,51,Whiskey On You,Nate Smith,47,44,31
2023-01-22,52,Blind,SZA,51,12,6
2023-01-22,53,Tennessee Orange,Megan Moroney,58,53,6
2023-01-22,54,Players,Coi Leray,78,54,3
2023-01-22,55,Pick Me Up,Gabby Barrett,60,55,22
2023-01-22,56,On Wat U On,Moneybagg Yo x GloRilla,NEW,Moneybagg Yo x GloRilla,-
2023-01-22,57,Bloody Mary,Lady Gaga,62,57,3
2023-01-22,58,Handle On You,Parker McCollum,67,58,3
2023-01-22,59,Romantic Homicide,d4vd,57,33,20
2023-01-22,60,What He Didn't Do,Carly Pearce,61,60,5
2023-01-22,61,Love Language,SZA,56,21,6
2023-01-22,62,No Se Va,Grupo Frontera,69,57,15
2023-01-22,63,Forget Me,Lewis Capaldi,65,63,10
2023-01-22,64,Spin Bout U,Drake & 21 Savage,59,5,11
2023-01-22,65,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,52,32,17
2023-01-22,66,Here With Me,d4vd,77,66,3
2023-01-22,67,Snap,Rosa Linn,74,67,12
2023-01-22,68,Shut Up My Moms Calling,Hotel Ugly,76,68,3
2023-01-22,69,Freestyle,Lil Baby,68,63,16
2023-01-22,70,Wild As Her,Corey Kent,71,70,15
2023-01-22,71,The Color Violet,Tory Lanez,70,70,3
2023-01-22,72,La Bachata,Manuel Turizo,79,67,18
2023-01-22,73,Half Of Me,Thomas Rhett Featuring Riley Green,63,52,19
2023-01-22,74,Circo Loco,Drake & 21 Savage,66,8,11
2023-01-22,75,Nonsense,Sabrina Carpenter,NEW,Sabrina Carpenter,-
2023-01-22,76,Vibe,TAEYANG Featuring Jimin,NEW,TAEYANG Featuring Jimin,-
2023-01-22,77,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,64,22,7
2023-01-22,78,La Jumpa,Arcangel & Bad Bunny,81,68,5
2023-01-22,79,Love You Better,Future,88,12,10
2023-01-22,80,Gato de Noche,Nengo Flow & Bad Bunny,75,60,4
2023-01-22,81,Seek & Destroy,SZA,72,24,6
2023-01-22,82,One Thing At A Time,Morgan Wallen,82,37,7
2023-01-22,83,Monotonia,Shakira + Ozuna,"RE-
ENTRY",Shakira + Ozuna,-
2023-01-22,84,Ghost In The Machine,SZA Featuring Phoebe Bridgers,80,40,6
2023-01-22,85,Ditto,NewJeans,96,85,2
2023-01-22,86,Down Home,Jimmie Allen,73,61,9
2023-01-22,87,Heyy,Lil Baby,86,21,12
2023-01-22,88,Out In The Middle,Zac Brown Band,87,86,6
2023-01-22,89,Open Arms,SZA Featuring Travis Scott,84,54,5
2023-01-22,90,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage",89,27,6
2023-01-22,91,OMG,NewJeans,NEW,NewJeans,-
2023-01-22,92,That's What Tequila Does,Jason Aldean,97,92,2
2023-01-22,93,Used,SZA Featuring Don Toliver,83,30,6
2023-01-22,94,Human,Cody Johnson,NEW,Cody Johnson,-
2023-01-22,95,Special,SZA,85,37,6
2023-01-22,96,Miss You,Oliver Tree & Robin Schulz,95,84,8
2023-01-22,97,California Breeze,Lil Baby,90,4,10
2023-01-22,98,Heart To Heart,Mac DeMarco,NEW,Mac DeMarco,-
2023-01-22,99,You Didn't,Brett Young,100,99,2
2023-01-22,100,King Snipe,Gucci Mane & Kodak Black,NEW,Gucci Mane & Kodak Black,-
2023-01-29,1,Flowers,Miley Cyrus,1,1,2
2023-01-29,2,Kill Bill,SZA,2,2,7
2023-01-29,3,Anti-Hero,Taylor Swift,3,1,14
2023-01-29,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",4,4,8
2023-01-29,5,Unholy,Sam Smith & Kim Petras,5,1,18
2023-01-29,6,I'm Good (Blue),David Guetta & Bebe Rexha,6,4,22
2023-01-29,7,Die For You,The Weeknd & Ariana Grande,7,6,26
2023-01-29,8,Rich Flex,Drake & 21 Savage,8,2,12
2023-01-29,9,As It Was,Harry Styles,10,1,43
2023-01-29,10,Golden Hour,JVKE,11,10,22
2023-01-29,11,Something In The Orange,Zach Bryan,13,10,40
2023-01-29,12,Just Wanna Rock,Lil Uzi Vert,16,12,15
2023-01-29,13,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,9,9,2
2023-01-29,14,Made You Look,Meghan Trainor,15,12,14
2023-01-29,15,Cuff It,Beyonce,17,10,24
2023-01-29,16,Under The Influence,Chris Brown,14,12,20
2023-01-29,17,Bad Habit,Steve Lacy,12,1,30
2023-01-29,18,Thank God,Kane Brown With Katelyn Brown,19,17,20
2023-01-29,19,Rock And A Hard Place,Bailey Zimmerman,21,17,33
2023-01-29,20,You Proof,Morgan Wallen,20,5,37
2023-01-29,21,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",18,8,8
2023-01-29,22,Escapism,RAYE Featuring 070 Shake,22,22,8
2023-01-29,23,Wait In The Truck,HARDY Featuring Lainey Wilson,37,23,21
2023-01-29,24,I Like You (A Happier Song),Post Malone Featuring Doja Cat,24,3,31
2023-01-29,25,"Going, Going, Gone",Luke Combs,26,25,11
2023-01-29,26,Shirt,SZA,23,11,13
2023-01-29,27,Thought You Should Know,Morgan Wallen,31,12,24
2023-01-29,28,Calm Down,Rema & Selena Gomez,35,28,21
2023-01-29,29,Until I Found You,Stephen Sanchez,28,23,30
2023-01-29,30,Lavender Haze,Taylor Swift,34,2,14
2023-01-29,31,Snooze,SZA,32,29,7
2023-01-29,32,Bebe Dame,Fuerza Regida X Grupo Frontera,25,25,5
2023-01-29,33,Heart Like A Truck,Lainey Wilson,33,32,11
2023-01-29,34,Wait For U,Future Featuring Drake & Tems,27,1,36
2023-01-29,35,The Kind Of Love We Make,Luke Combs,38,8,27
2023-01-29,36,Super Freaky Girl,Nicki Minaj,29,1,24
2023-01-29,37,Tomorrow 2,GloRilla & Cardi B,30,9,18
2023-01-29,38,Nobody Gets Me,SZA,36,10,7
2023-01-29,39,Sure Thing,Miguel,42,36,26
2023-01-29,40,What My World Spins Around,Jordan Davis,40,40,24
2023-01-29,41,She Had Me At Heads Carolina,Cole Swindell,44,16,31
2023-01-29,42,Sunroof,Nicky Youre & dazy,41,4,31
2023-01-29,43,Unstoppable,Sia,43,28,24
2023-01-29,44,Lift Me Up,Rihanna,39,2,13
2023-01-29,45,I Ain't Worried,OneRepublic,45,6,29
2023-01-29,46,Whiskey On You,Nate Smith,51,44,32
2023-01-29,47,Low,SZA,46,17,7
2023-01-29,48,About Damn Time,Lizzo,49,1,37
2023-01-29,49,Players,Coi Leray,54,49,4
2023-01-29,50,Vegas,Doja Cat,48,10,30
2023-01-29,51,Que Vuelvas,Carin Leon X Grupo Frontera,50,50,5
2023-01-29,52,Knight Crawler,Trippie Redd & Juice WRLD,NEW,Trippie Redd & Juice WRLD,-
2023-01-29,53,Tennessee Orange,Megan Moroney,53,53,7
2023-01-29,54,Bloody Mary,Lady Gaga,57,54,4
2023-01-29,55,What He Didn't Do,Carly Pearce,60,55,6
2023-01-29,56,Nonsense,Sabrina Carpenter,75,56,2
2023-01-29,57,Blind,SZA,52,12,7
2023-01-29,58,Forget Me,Lewis Capaldi,63,58,11
2023-01-29,59,Handle On You,Parker McCollum,58,58,4
2023-01-29,60,Here With Me,d4vd,66,60,4
2023-01-29,61,Wild As Her,Corey Kent,70,61,16
2023-01-29,62,Freestyle,Lil Baby,69,62,17
2023-01-29,63,The Color Violet,Tory Lanez,71,63,4
2023-01-29,64,Red,HARDY Featuring Morgan Wallen,NEW,HARDY Featuring Morgan Wallen,-
2023-01-29,65,No Se Va,Grupo Frontera,62,57,16
2023-01-29,66,Spin Bout U,Drake & 21 Savage,64,5,12
2023-01-29,67,Love Language,SZA,61,21,7
2023-01-29,68,Snap,Rosa Linn,67,67,13
2023-01-29,69,La Bachata,Manuel Turizo,72,67,19
2023-01-29,70,Love You Better,Future,79,12,11
2023-01-29,71,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,77,22,8
2023-01-29,72,10:35,Tiesto Featuring Tate McRae,NEW,Tiesto Featuring Tate McRae,-
2023-01-29,73,One Thing At A Time,Morgan Wallen,82,37,8
2023-01-29,74,Half Of Me,Thomas Rhett Featuring Riley Green,73,52,20
2023-01-29,75,La Jumpa,Arcangel & Bad Bunny,78,68,6
2023-01-29,76,Shut Up My Moms Calling,Hotel Ugly,68,68,4
2023-01-29,77,You Didn't,Brett Young,99,77,3
2023-01-29,78,Circo Loco,Drake & 21 Savage,74,8,12
2023-01-29,79,OMG,NewJeans,91,79,2
2023-01-29,80,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,65,32,18
2023-01-29,81,I Wish You Roses,Kali Uchis,NEW,Kali Uchis,-
2023-01-29,82,Gangsta Boo,Ice Spice & Lil Tjay,NEW,Ice Spice & Lil Tjay,-
2023-01-29,83,Heart To Heart,Mac DeMarco,98,83,2
2023-01-29,84,Moonlight Sunrise,TWICE,NEW,TWICE,-
2023-01-29,85,Gato de Noche,Nengo Flow & Bad Bunny,80,60,5
2023-01-29,86,Fully Loaded,"Trippie Redd, Future & Lil Baby",NEW,"Trippie Redd, Future & Lil Baby",-
2023-01-29,87,Seek & Destroy,SZA,81,24,7
2023-01-29,88,That's What Tequila Does,Jason Aldean,92,88,3
2023-01-29,89,Ditto,NewJeans,85,85,3
2023-01-29,90,Krzy Train,Trippie Redd & Travis Scott,NEW,Trippie Redd & Travis Scott,-
2023-01-29,91,Next Thing You Know,Jordan Davis,NEW,Jordan Davis,-
2023-01-29,92,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",NEW,"Gabito Ballesteros, Peso Pluma & Natanael Cano",-
2023-01-29,93,Ghost In The Machine,SZA Featuring Phoebe Bridgers,84,40,7
2023-01-29,94,California Breeze,Lil Baby,97,4,11
2023-01-29,95,Human,Cody Johnson,94,94,2
2023-01-29,96,Do It Again,NLE Choppa & 2Rare,NEW,NLE Choppa & 2Rare,-
2023-01-29,97,Miss You,Oliver Tree & Robin Schulz,96,84,9
2023-01-29,98,Back End,Finesse2Tymes,NEW,Finesse2Tymes,-
2023-01-29,99,Open Arms,SZA Featuring Travis Scott,89,54,6
2023-01-29,100,Spit In My Face!,ThxSoMch,NEW,ThxSoMch,-
2023-02-05,1,Flowers,Miley Cyrus,1,1,3
2023-02-05,2,Kill Bill,SZA,2,2,8
2023-02-05,3,Creepin',"Metro Boomin, The Weeknd & 21 Savage",4,3,9
2023-02-05,4,Anti-Hero,Taylor Swift,3,1,15
2023-02-05,5,Unholy,Sam Smith & Kim Petras,5,1,19
2023-02-05,6,Die For You,The Weeknd & Ariana Grande,7,6,27
2023-02-05,7,I'm Good (Blue),David Guetta & Bebe Rexha,6,4,23
2023-02-05,8,Rich Flex,Drake & 21 Savage,8,2,13
2023-02-05,9,As It Was,Harry Styles,9,1,44
2023-02-05,10,Just Wanna Rock,Lil Uzi Vert,12,10,16
2023-02-05,11,Made You Look,Meghan Trainor,14,11,15
2023-02-05,12,Golden Hour,JVKE,10,10,23
2023-02-05,13,Under The Influence,Chris Brown,16,12,21
